1,456.57,59.3007,8.6975,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
2,950.104,38.3815,10.2454,0,1.89529,1.11476176e+05,-5.98531725e-09,-9.15303563e-10,8.65669451e+01,-6.55386716e+01,4.01590029e-08
3,1565.82,31.3998,12.1719,0,1.93304,1.64889443e+04,-6.87818676e-08,-7.65386643e-08,-6.67828796e+01,-1.09543050e+02,4.52688456e-07
4,1745.23,34.1323,11.0412,0,1.90262,5.35027038e+04,3.07871507e-09,-4.78491680e-09,-7.68436392e-03,-6.56747625e+01,2.07583625e-08
5,750.413,28.0789,13.081,0,1.89711,8.30660765e+03,-1.97505366e-09,3.63710202e-09,-9.81685150e-01,-3.55865147e+00,1.77953330e-08
6,1728.11,16.549,15.0432,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
7,1883.57,13.5355,14.3954,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
8,552.565,9.13799,11.3735,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
9,1501.54,11.5864,14.9827,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
10,765.309,12.4841,16.566,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
11,1794.52,5.31812,14.2824,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
12,965.561,3.89387,16.2757,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
13,150.147,3.28401,16.3216,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
14,1004.9,37.5442,12.4376,0,1.90561,1.48721075e+04,7.26602070e-09,6.52524570e-09,-3.73361207e+01,-1.32560371e+01,3.31319558e-08
15,654.888,38.9401,12.5951,0,1.89531,1.29040689e+04,-1.83676651e-10,-1.61570357e-09,1.98165620e+01,-3.15396320e+01,4.59257746e-09
16,837.177,43.3274,14.9933,0,2.93399,9.62815115e+02,3.17125159e-11,3.51390264e-11,-6.36645534e+01,1.45883173e+02,-4.91549923e-11
17,1380.78,67.4099,10.761,0,1.90325,6.91164452e+04,3.06615639e-09,8.20150447e-10,2.64308833e+02,-8.09883670e+01,3.62358039e-08
18,320.168,73.8704,11.6292,0,1.90568,3.10684646e+04,9.49515571e-09,-8.72617522e-09,-6.77403472e+01,-2.82564558e+01,4.21962396e-08
19,1865.46,63.138,15.9777,0,2.4681,4.05012877e+02,-8.08590294e-13,-4.89804684e-13,1.05992907e+01,-7.95682174e+01,-8.98364305e-15
20,1706.28,68.845,14.848,0,2.96447,9.24667922e+02,5.83342601e-09,-6.12971744e-09,5.16831048e+01,1.92483590e+01,1.23732022e-08
21,1047.14,69.4348,15.9307,0,1.86283,6.47149778e+02,-5.43594220e-11,2.61758619e-09,1.26987400e+01,1.43258851e+01,-6.13345200e-09
22,1529.65,107.303,9.69887,0,1.90481,1.83706189e+05,-5.33518200e-09,-1.19030938e-08,3.05084760e+02,-2.83490502e+01,1.08251811e-07
23,527.909,77.2805,16.9249,0,1.67338,2.97236957e+02,-1.68179533e-11,-3.81971371e-11,-2.86456033e+01,-3.26830702e+00,-2.57314644e-10
24,500.433,98.3347,11.1698,0,1.88594,4.78394126e+04,8.49416327e-09,-4.67566274e-10,-1.04578142e+02,-1.06167459e+01,3.84907372e-08
25,712.887,86.3869,14.8299,0,2.93465,1.06640545e+03,-3.94393922e-12,5.24824441e-11,-5.66015224e+01,1.30318553e+02,2.10222907e-10
26,1211.92,82.0197,16.5065,0,2.74755,3.23490426e+02,-3.67709136e-13,2.12083128e-13,2.39818412e+00,-3.38330319e+01,-2.88623648e-13
27,1158.08,85.4851,17.1905,0,1.66089,2.56439142e+02,-6.42933780e-13,-1.67877888e-13,1.59686865e+01,-3.61710422e+01,5.06684282e-13
28,1828.02,111.041,10.4634,0,1.90191,9.11964583e+04,-4.94750764e-10,1.18566690e-09,1.16810512e+01,1.38130360e+01,2.25512520e-08
29,1503.95,96.3601,9.65149,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
30,1495.84,92.6389,14.3059,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
31,448.674,93.7932,13.7371,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
32,1380.34,157.247,8.09266,0,3.63445,4.60547788e+05,1.10033816e-07,-9.43495996e-08,-1.16785081e+05,-2.56048720e+02,8.72411490e-07
33,454.507,97.0059,13.2933,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
34,1649.79,98.9784,16.4155,2,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
35,465.707,102.858,12.7404,1,-9999,-9.99900000e+03,-9.99900000e+03,0.00000000e+00,-9.99900000e+03,0.00000000e+00,-9.99900000e+03
