610,1679.09,1678.57,13.4473,3,1.87646,6.04068541e+03,4.88630527e-10,1.86515318e-10,8.25601428e+00,2.22535437e+01,1.60986572e-09,7.69709404e+00,-3.38098890e+01,-2.99946893e+01,-2.66939777e+00,-5.29644418e+00,-3.33974638e+01,-6.21729719e+00,-1.83076141e+00,2.67047336e+02
746,1851.29,2079.9,13.8404,3,1.87251,4.14965839e+03,5.60964866e-10,-2.81013378e-09,-2.41914058e+00,-6.65212063e+01,6.50634503e-08,-4.03436262e+01,-2.56119728e+01,-3.27946779e+01,2.33559862e+01,-2.15608177e+00,-3.77193574e+01,1.07013495e+01,-5.40398708e+01,2.51087496e+02
622,1037.4,1712.07,13.2021,3,1.88064,7.41064858e+03,-1.11759073e-11,3.69644046e-11,-4.21663049e+01,5.14080098e+01,8.14074965e-10,8.41663354e+00,-1.27544759e+01,-1.44956288e+01,-4.98241536e+01,-2.71147489e+01,2.00749179e+01,-8.87944558e-02,-5.36031323e+01,4.19237602e+02
481,644.036,1277.48,13.6397,3,1.87525,4.96520290e+03,1.91780513e-09,-4.59815285e-09,2.79394821e+01,1.90104739e+00,1.54491438e-08,-2.01154652e+01,9.05702686e+00,6.10283810e+00,8.90049627e+00,2.04775946e+01,3.79789621e+00,2.75269273e+01,-2.36131348e+01,2.72246081e+02
1217,1866.82,3572.3,13.6666,3,1.88495,4.76760611e+03,5.42855394e-10,-8.38372106e-09,3.25327655e+01,-2.27286462e+01,6.13060403e-08,2.44081577e+01,-1.58822165e+01,-1.10916200e+01,1.71115598e+01,1.30254126e+01,8.53659926e+00,1.40182950e+00,-6.85031256e+00,3.40047364e+02
1050,1772.7,2981.45,13.6795,3,1.88239,4.78593752e+03,1.08530735e-09,-8.25664175e-10,1.14130811e+00,2.18784954e+01,1.48120472e-08,-3.66236702e+01,1.88379813e+01,2.06125774e+01,-1.47634135e+01,1.83199801e+01,-1.02993535e+01,6.07910748e+01,4.52465159e+00,2.72309553e+02
724,1551.19,2047.71,13.7155,3,1.87799,4.64785725e+03,3.24732598e-09,-3.27576722e-09,-1.35412838e+01,-4.93657400e+01,9.54187237e-09,-5.99195114e+01,-5.05375761e+01,3.57938663e+01,-3.77234740e+00,-5.55085259e-01,-3.15785910e+01,3.26768523e+01,4.07140813e+01,2.66626870e+02
1103,1533.83,3087.5,13.7266,3,1.87986,4.58584581e+03,1.49134967e-08,-4.99673928e-09,7.28902498e+00,-3.57594731e+01,3.92330206e-08,7.86091400e+00,-1.51159257e+01,-2.37414674e+01,-1.74631436e+01,1.02362416e+01,8.19797184e-01,4.84542739e+01,-4.95899285e+01,2.38734006e+02
1014,402.915,2865.23,13.7471,3,1.88049,4.56910996e+03,1.43834390e-10,-1.72858188e-10,-1.12345929e+01,2.75145915e+01,2.01891247e-09,2.67596388e+01,-2.43415026e+01,-5.93746506e+01,-1.63584532e+01,-1.73750957e+00,4.22612642e+01,2.71299338e+00,1.80268969e+01,2.14445628e+02
565,1717,1551.84,13.8988,3,1.87971,3.94700273e+03,2.00264593e-10,1.94958988e-10,4.20050389e+01,5.22676265e+00,3.79426715e-09,-1.21578781e+01,-1.09479196e+01,-6.12334421e-01,5.89336332e+01,-1.51800383e+01,7.44476293e+00,-1.67225027e+01,2.80162149e+00,1.52472755e+02
2,950.104,38.3815,10.2454,3,1.89529,1.11476176e+05,2.93450772e-08,-3.10095874e-08,8.65669451e+01,-6.55386716e+01,1.48719467e-07,-9.45201962e+01,-3.73350792e+01,-9.87780795e+01,2.05086377e+02,2.78779131e+01,1.37538497e+01,2.82427740e+01,7.39914008e+00,5.67998566e+03
1349,1962.36,4042.04,10.2679,3,1.89749,1.09001862e+05,2.89157253e-08,-2.70595744e-08,-1.16026206e+02,-8.98785753e+01,1.33682310e-07,-1.41401876e+02,-1.02779559e+02,-3.41466662e+01,1.05925073e+02,-3.89228139e+01,-4.54266822e+01,-1.59184194e+01,-2.27136104e+01,5.69382072e+03
621,1637.38,1727.27,10.3917,3,1.89654,9.75012139e+04,2.90731705e-08,-2.62217366e-08,-1.26754091e+02,-2.45094060e+02,1.60224134e-07,-5.56803059e+01,-1.47002065e+02,-9.49068521e+01,9.22488195e+01,-7.61923781e+01,1.63797686e+01,5.04713506e+01,3.22638070e+00,4.86117949e+03
813,632.269,2301.94,10.9075,3,1.89394,6.06470120e+04,2.21361947e-08,-1.74003046e-08,-4.05983264e+01,-1.07360575e+02,1.00508339e-07,-1.45097469e+01,-2.40651898e+01,-1.85118365e+02,2.10493357e+01,1.66516660e+01,-6.06955247e+01,5.92643875e-01,2.92824884e+01,3.14928779e+03
988,564.349,2830.23,11.0932,3,1.89102,5.12637480e+04,1.16974249e-08,-1.52382398e-08,-7.91284356e+00,-4.98253130e+01,7.39722291e-08,-8.36561978e+01,4.44149847e+01,2.76840231e+01,1.30249120e+02,-1.27119852e+02,1.89568090e+01,-3.30247039e+01,5.15354399e+01,2.65964877e+03
241,1927.96,676.077,11.1323,3,1.89805,4.92585829e+04,1.54348654e-08,-1.72185367e-08,-8.40205972e-02,-5.25406188e+00,7.79527132e-08,-3.69534213e+01,4.63257048e+01,2.89271600e+01,1.23111920e+02,-2.00841903e+01,2.75869332e+01,5.11971076e+01,2.32466558e+01,2.60647102e+03
1420,1892.15,3917.98,11.1547,3,1.89776,4.83509458e+04,1.18783858e-08,-1.23675508e-08,-6.86860018e+01,-1.04726731e+02,6.27436543e-08,-3.33950034e+01,6.15151510e+00,1.75933465e+01,1.08115475e+02,-1.05529965e+01,-2.30809458e+01,1.14686947e+01,4.41358056e+01,2.48266918e+03
24,500.433,98.3347,11.1698,3,1.88594,4.78394126e+04,1.45655501e-08,-1.28539919e-08,-1.04578142e+02,-1.06167459e+01,6.44784395e-08,3.56917794e+00,-1.88618807e+01,-1.07406498e+02,-3.68189174e+01,-5.94619618e+01,-5.94874339e+01,3.90359944e+01,-2.17384392e+01,2.52405900e+03
994,847.368,2839.42,11.2321,3,1.88928,4.51121887e+04,1.01111362e-08,-8.72953479e-09,7.58912566e+01,-7.64475902e+01,5.15929784e-08,-2.39875496e+01,-7.96724913e+00,-4.46968791e+01,1.17209326e+02,-1.37410361e+01,-6.01890822e+01,3.54029469e+01,5.91577092e+01,2.34375880e+03
95,1533.36,278.039,11.4057,3,1.89017,3.84799650e+04,1.41193342e-08,-1.38439906e-08,-4.17298663e+01,-9.92691545e+01,6.33794273e-08,-3.14773273e+01,8.11905239e+00,-1.95543127e+01,6.01862022e+01,9.04465404e+00,6.07703479e+01,3.99968522e+01,-3.59604696e+00,2.01145980e+03
1028,728.273,2916.29,11.5944,3,1.89106,3.22953469e+04,1.67029879e-08,-1.55944784e-08,5.23519733e+01,1.66776506e+01,7.46749017e-08,-3.07994102e+01,-4.62165946e+01,-5.92203343e+01,1.18852412e+02,-3.84064691e+01,-1.58049146e+01,1.44594573e+01,-2.87174102e+01,1.62158658e+03
879,1249.78,2508.18,11.6865,3,1.89568,2.96726522e+04,3.67649044e-09,-4.40489435e-09,-3.43759209e+00,-1.33272061e+01,2.34259412e-08,1.15496664e+01,-3.67462448e+01,-4.04866677e+01,4.03241696e+01,-1.44462198e+01,-1.74515104e+01,5.73495356e+01,3.36403203e+01,1.49221764e+03
1100,309.421,3092.35,11.7782,3,1.89242,2.74166067e+04,1.06696478e-08,-1.58390730e-08,1.41026573e+01,-3.53517854e+01,7.32055389e-08,-5.82956320e+01,3.70704462e+01,-5.76003735e+00,-8.36837993e+00,-3.50037450e+01,-2.91626477e+00,-5.81892177e+01,-1.07535393e+01,1.34404716e+03
