6  0.481485  2  25
22.0562 2011.84 28.0789 4042.04 
28 ( 1  -2.62003e-10  3.28036e-10  0.000354927  -0.000968521  0.0512216  -0.000505361  -0.000498979  -0.00114982  0.000940077  -6.42401e-06  -4.89163e-05  0.000580476  0.000196119  0.0468159  -0.000222748  0.000133337  -5.72577e-05  0.000198009  -0.000174524  5.46593e-05  4.54293e-05  -0.000500867  0.000153153  0.000302268  -0.000171474  -0.000139344  0.021398 )
25  28
(  -3.6062e-15  5.46367e-09  6.84336e-09  -0.0530426  0.025138  -0.63977  -0.00354291  -0.00186362  -0.0432138  -0.0160558  0.0143276  -0.00498868  0.0598315  -0.00306463  0.539081  0.0056882  0.0221879  0.023464  -0.000592808  0.0556472  0.00896998  -0.012106  -0.0547943  -0.0150624  0.00835249  -0.0597741  0.0184686  -0.528268  )
(  2.04549e-16  3.70818e-08  1.06235e-08  -0.0259693  -0.0823677  -0.161775  -0.0144749  -0.0290904  0.0671109  0.00827539  0.0985983  -0.0524774  0.182649  0.00470701  0.405205  -0.15865  -0.00911246  -0.281403  0.0281583  -0.508867  -0.0179043  0.0737992  0.00572593  0.158891  0.0167484  0.291268  -0.0626137  0.516169  )
(  7.60263e-16  -1.53287e-08  -5.37005e-09  -0.237882  -0.0152592  0.186317  -0.0984911  -0.00670841  -0.284544  -0.0174705  0.0640111  0.0173181  0.209788  -0.0524988  0.463772  0.165795  0.00543247  0.299319  -0.0239731  0.496445  -0.106563  -0.03211  -0.0027236  -0.00889355  0.0209228  -0.115114  -0.0159939  0.4008  )
(  -4.60458e-15  4.3559e-08  -4.79613e-08  0.174321  0.0458044  0.693915  0.0630329  0.0462385  0.115898  -0.0187344  0.14222  0.0130585  0.0984495  0.0165967  0.447111  -0.052147  -0.011814  -0.0693376  -0.0398337  -0.215566  -0.0498525  -0.015859  -0.0793514  -0.0471629  0.0409078  -0.0540253  0.0329029  -0.403948  )
(  -1.63672e-15  -8.92108e-08  -1.01953e-07  -0.658761  0.0238726  0.0463125  -0.0470809  0.0679229  -0.201833  -0.00951398  0.125345  0.0805221  0.359577  -0.0062612  -0.193763  -0.0700843  0.121748  -0.260449  -0.026425  -0.237349  0.0619353  0.0402806  0.0483859  -0.164096  -0.0882634  -0.35305  0.0246543  -0.119237  )
(  -1.84134e-15  1.43584e-07  -5.6795e-09  -0.121033  0.0820206  -0.0800285  0.373682  -0.0209949  0.797593  0.00678643  0.0978174  0.121078  0.219628  0.0597561  0.0249374  0.0946715  -0.0346369  0.086749  -0.01427  0.146748  0.0350301  -0.00789323  0.00398089  -0.0237207  -0.118907  -0.208514  0.03104  0.139308  )
(  -4.82472e-16  -3.97784e-08  -5.97115e-08  -0.318285  0.037047  0.101464  -0.0383242  0.149958  0.103625  -0.252621  0.0560811  -0.0669812  0.179137  0.0547465  -0.102541  0.038606  0.049861  -0.0493183  -0.0659781  0.267152  0.0929831  0.170761  -0.0900123  0.291524  -0.0651002  0.68337  -0.0232482  -0.224685  )
(  3.17577e-15  5.6262e-08  1.21175e-07  -0.476553  -0.10023  0.0842408  0.128601  0.144104  0.114158  0.167644  -0.1882  -0.0333372  -0.60345  0.212033  0.167296  0.0382316  -0.107897  -0.125666  0.00505235  -0.000578679  -0.287104  0.0157489  0.236611  0.0630446  0.165978  0.013283  -0.0630013  -0.020817  )
(  3.83845e-15  -3.41433e-08  8.57011e-08  0.149026  -0.583895  -1.64238e-05  0.199512  -0.315716  -0.139201  0.081775  0.173322  0.0143425  0.183524  0.366517  -0.0552409  0.086163  -0.165182  -0.146297  -0.0130557  0.142106  -0.135594  0.292421  0.206355  -0.052543  -0.159899  0.0174747  -0.0902721  -0.101293  )
(  2.97916e-15  -1.69174e-07  -4.39776e-08  0.206554  0.00567674  -0.0278304  0.37326  0.506353  -0.206577  -0.125934  0.0465215  0.212356  -0.0279518  -0.0221447  0.0381731  0.0251843  0.0833869  -0.231132  -0.224607  0.110826  0.244615  -0.0753805  0.187589  0.239841  -0.0372257  -0.153619  -0.37746  0.0534609  )
(  -1.15096e-15  -4.47993e-08  -1.86794e-07  -0.139595  -0.394702  0.0376494  0.103083  -0.20678  0.02028  -0.582243  -0.045202  0.158293  -0.24277  -0.357285  0.0348764  -0.151351  -0.0593117  0.196891  0.0470796  -0.117138  0.112125  0.158993  -0.14023  0.205879  -2.86186e-05  -0.184872  0.0187952  -0.0060973  )
(  2.74358e-15  -6.04683e-08  4.63332e-08  0.0303398  0.0498985  0.0128572  0.278789  0.0485449  -0.102111  0.182109  -0.0169861  0.0206012  -0.100301  -0.51797  0.0546361  0.186731  0.214549  -0.060045  0.00687176  -0.0259562  -0.16776  0.233032  0.222443  -0.0880251  -0.452243  0.156668  0.369752  -0.00381144  )
(  3.87191e-15  1.7883e-07  -1.46282e-07  0.0183957  -0.546685  0.0061555  -0.378208  0.22246  0.236436  0.154513  -0.0541011  -0.0810454  -0.00834021  -0.0953684  0.0391461  0.213605  0.255149  -0.0280884  -0.38273  -0.00716274  0.278881  -0.111298  0.0556224  -0.0666944  0.101387  -0.0214895  0.204236  0.00728933  )
(  -4.30974e-15  2.85495e-08  1.26728e-07  0.0312613  0.0603999  0.0727334  0.0778471  -0.266732  -0.00568958  0.242423  -0.481872  -0.17496  0.141606  0.0161867  0.0237053  -0.136682  0.289202  -0.213103  -0.0691691  0.148489  0.0277979  0.193411  -0.160477  0.512513  0.0763558  -0.240952  0.0701744  -0.0201905  )
(  1.26494e-15  -3.65993e-08  4.10525e-08  0.0784833  -0.06429  -0.0820237  0.169883  0.0423718  -0.0120888  -0.340899  0.12163  -0.265427  0.0392911  -0.0581966  -0.100855  0.0609422  0.133929  -0.319418  -0.24058  0.108294  -0.572519  -0.263361  -0.276748  -0.0884773  0.184092  -0.046039  0.148966  0.0507736  )
(  -6.52802e-16  -1.8952e-07  2.87534e-08  -0.080641  -0.225223  0.055169  0.167695  -0.0112857  -0.0781479  0.0875942  -0.406962  0.14426  0.132676  -0.0638251  0.0368228  0.0599167  -0.339645  -0.190102  0.214516  0.0373403  0.124891  -0.581857  -0.214711  -0.0370421  -0.228315  0.149605  0.0952467  -0.0230124  )
(  -8.93366e-16  6.26477e-08  1.61098e-07  0.0328823  -0.0670428  -0.0238282  -0.36097  0.116745  0.113256  0.131609  -0.0443717  0.369362  0.03378  -0.0359293  -0.0473016  -0.261079  -0.0154724  0.11887  -0.226863  -0.0189119  -0.490905  -0.0481322  -0.116191  0.19157  -0.428241  -0.0388671  -0.248011  -0.0494223  )
(  5.63492e-17  9.45936e-08  4.24548e-08  -0.0911095  -0.226307  -0.0108464  0.244347  0.245544  -0.038134  0.348868  0.133356  -0.437236  0.0655817  -0.198342  -0.0970589  0.0589188  -0.0311087  0.341749  0.137521  -0.160031  -0.0552845  0.0598491  -0.3699  0.0662248  0.0166293  -0.0181538  -0.342743  -0.059196  )
(  5.54072e-15  -5.74184e-08  -8.52477e-08  0.0499131  0.0461459  -0.0104131  -0.0834116  0.213627  0.0390558  -0.169786  -0.242329  -0.44077  0.24833  -0.113965  -0.0201071  -0.159142  -0.529136  0.107829  -0.171765  -0.0363743  -0.0814443  0.0639068  0.42702  0.0870209  -0.0499365  -0.125625  0.127315  -0.0371077  )
(  2.28644e-15  -2.70597e-10  9.14145e-08  -0.0222276  -0.00278079  -0.0424429  0.196541  0.145796  -0.190471  0.0761444  0.218447  0.112117  -0.0315047  0.383755  -0.0543515  -0.0541633  -0.0399808  0.336186  -0.153396  -0.187737  0.0149344  -0.13006  -0.0979174  0.369645  -0.0383635  -0.0313478  0.584218  0.0278246  )
(  -1.20653e-15  1.56664e-07  -2.08455e-07  0.0448437  0.0273881  0.0259669  -0.182262  0.1386  0.0335971  -0.286564  -0.040605  -0.373987  -0.192081  0.356697  0.0955003  0.177657  0.173867  -0.0767038  0.252944  -0.0291682  0.0959513  0.0155786  -0.126221  0.00862118  -0.586655  -0.194316  -0.0187187  0.0767366  )
(  2.51819e-15  1.91653e-07  1.56823e-08  0.0833156  -0.0835732  -0.0220943  0.109483  0.374212  -0.0273334  -0.14903  -0.504469  0.229861  0.194059  0.222309  0.0140329  0.00273375  0.135554  0.168577  0.111267  -0.109232  -0.146149  0.370305  -0.16087  -0.346529  0.160719  0.0626693  0.0881667  0.0539937  )
(  1.50926e-15  1.99167e-07  -3.22102e-08  0.0168235  -0.163467  0.00992076  0.0563042  0.183472  0.0445958  0.0923475  0.149929  -0.117129  -0.073365  -0.00547193  0.039317  -0.786078  0.150265  -0.0728842  0.21806  0.328215  0.0980125  -0.0365212  0.0247729  -0.196041  -0.0391553  0.0274045  0.164476  0.0445448  )
(  1.65989e-15  3.72022e-07  -1.14457e-07  0.102526  -0.129846  -0.0152317  -0.214874  0.241148  0.0868189  -0.0039445  0.150229  0.138681  0.146978  -0.112667  -0.0708046  0.187381  0.0399936  -0.116426  0.657318  0.0469655  -0.210504  -0.0300018  0.194659  0.353214  0.225707  -0.122581  0.129636  -0.0650491  )
(  4.7519e-15  2.59539e-08  -3.08103e-07  -0.0337548  -0.0758777  0.028376  0.150148  -0.181784  -0.00224919  -0.138515  -0.156363  -0.103343  0.152358  0.0867127  -0.0177334  -0.0763139  0.497703  0.349249  0.0657948  -0.168666  -0.115651  -0.408712  0.450761  0.0197612  -0.0106693  0.135692  -0.185046  -0.0793204  )

6  25
(  -0.00282162  -4.23161e-06  7.05963e-05  -0.000550577  -0.00016975  -6.84405e-05  -5.96923e-05  0.00012302  0.000115681  0.00016017  -9.90689e-05  0.000149779  0.000133306  -7.92656e-05  8.3801e-06  1.43282e-06  7.17526e-06  -4.0832e-05  0.000165144  1.44214e-05  -3.59139e-05  7.73993e-05  5.76965e-05  4.94108e-05  2.94065e-05  )
(  0.000940741  0.000232333  0.000327955  0.000322621  -3.25898e-05  0.000231945  -0.000263433  -0.000451626  -0.00037085  9.62128e-05  0.000117778  -2.76356e-05  0.000235502  -6.92274e-05  -0.000207257  3.39846e-05  -0.00031774  1.51985e-05  -0.000428128  -0.000254063  -3.92289e-05  -0.000163471  -0.000201609  -1.717e-05  2.48767e-05  )
(  0.00103151  -0.000308309  -0.000368279  -0.000284096  2.48622e-05  -0.000694238  1.38533e-05  -0.000222314  6.54585e-05  -0.000166998  -7.58914e-05  -0.000119329  7.27783e-06  -2.26517e-05  -1.24354e-08  -8.17394e-05  5.33321e-05  -0.000197254  9.96639e-05  0.000249607  0.000171026  -0.000201803  0.000100703  -1.9959e-05  0.00010099  )
(  -0.00157388  0.000976535  0.000393569  0.000140881  -7.11866e-07  -0.000499529  -4.73152e-05  -0.000280807  0.000375179  6.63146e-06  0.000321948  -0.000691923  0.000142597  -0.000186169  -0.000109843  0.000217838  0.000184163  -0.000346657  0.000135952  0.000267349  3.31055e-05  2.00796e-05  0.000262675  0.000128365  -3.24181e-05  )
(  0.00058073  0.000519022  -0.000145686  -0.000245236  -0.000393349  -0.000235099  0.000297172  -0.000316498  -0.000254285  0.000224819  -0.000372475  -0.000179384  -0.000302315  0.000142908  -0.00012006  0.000124689  -0.000127242  -1.13981e-05  -1.36668e-05  5.08527e-05  -8.09048e-05  0.000390313  0.000297347  -3.38713e-05  -0.000341093  )
(  -0.00168357  -0.000747059  0.000703449  -0.000611275  0.00072665  1.49904e-05  -3.66979e-05  0.00100365  -0.000345971  -0.000108188  0.000145694  -0.000134072  -0.000239836  -0.000456804  0.000314383  -0.000130016  -6.72724e-05  4.43691e-05  9.88406e-06  6.14244e-05  0.000458677  -3.64774e-05  -5.17734e-05  -0.00020178  -9.38874e-05  )

