1679.09,1678.57,0,3.25923,6,0.481485,1,-1.50284e-17,2.8227e-17,0.00158335,0.00355746,0.0354247,0.00197347,-0.00725528,-0.00458343,-0.00173053,-0.000472572,-0.00599425,-0.000728928,0.000617322,0.0459958,-0.00668722,0.00311958,-0.0005866,0.00335136,0.0016635,0.00751265,0.00318077,0.000288006,-0.00264112,0.0020702,-0.00259115,-0.000524777,0.0106201,
1851.29,2079.9,0,2.55072,6,0.481485,1,4.21561e-17,4.61322e-17,5.07728e-05,-0.0142418,0.0313487,-0.012353,-0.00725309,-0.00841889,0.00402905,0.00138739,-0.00835487,0.00505771,-0.0145984,0.064931,-0.00673167,0.00478371,0.00624362,0.000126701,-0.0115283,0.0130682,0.00990292,-0.00810819,-0.00557875,-0.00415172,-0.000605178,0.000433327,0.0180223,
1037.4,1712.07,0,3.66353,6,0.481485,1,1.2405e-09,-2.38605e-09,-0.00586766,0.00797135,0.035164,0.000743055,-0.00139752,-0.00129911,-0.00699127,-0.00398318,0.00182671,-0.000255667,-0.0072068,0.0563176,-0.00630407,-0.000151968,0.0039926,-1.37237e-05,0.00140035,-0.00257023,-0.000595918,-0.00736509,0.0052629,0.00601435,1.01875e-05,7.52328e-05,0.0125348,
644.036,1277.48,0,3.20046,6,0.481485,1,4.07331e-09,6.3766e-09,0.00538312,0.000672055,0.0326726,-0.00363822,0.00198532,0.00163214,0.00336967,0.00332367,0.000730321,0.00366058,-0.002659,0.0564135,0.000488896,0.00173581,-0.000716211,-0.00397168,-0.00254416,-0.00451013,1.08743e-05,-0.0112185,0.00440934,0.00407564,0.0124892,-0.00913013,0.0166435,
1866.82,3572.3,0,3.11101,6,0.481485,1,-1.67375e-17,3.44701e-18,0.00710678,-0.00428339,0.0374948,0.00842402,-0.00383878,0.00126816,0.00256268,0.00139323,0.002048,0.00373005,-0.00325758,0.0699905,-0.00545924,0.00328385,-0.00537693,-0.000276625,-0.0138994,0.000966147,-0.00759103,0.00154785,0.00961934,-0.00204366,-0.0142007,-0.000252618,0.0300667,
1772.7,2981.45,0,2.80787,6,0.481485,1,2.48316e-17,2.42224e-17,-0.0013519,0.00424695,0.0373174,-0.00771536,0.0040777,0.00547418,-0.00275932,0.00531268,-0.0021553,0.0135245,0.00282688,0.0552868,-0.00315377,0.000463829,-0.00695223,-0.0024019,-0.0115703,0.00110232,-0.00132437,-0.000647667,0.00199815,-0.00162548,0.00541961,-0.00394091,0.0274694,
1551.19,2047.71,0,2.75256,6,0.481485,1,3.63092e-17,1.06586e-17,-0.00403427,-0.0120677,0.0333571,-0.0128725,-0.0106495,0.00446554,0.00066384,0.000435738,-0.00747888,0.00855502,0.00786372,0.0579724,0.00381031,0.00103733,-0.0024794,-0.00545165,0.00878362,-0.00577466,-0.0033126,-0.0132432,-0.00195128,0.00304194,-0.00640135,0.00855878,0.00827529,
1533.83,3087.5,0,2.72925,6,0.481485,1,-3.60904e-09,-1.53376e-09,0.000262686,-0.00677589,0.0374635,0.00149602,-0.00196058,-0.00658145,-0.00468098,0.00164165,-0.00010008,0.0110726,-0.0122984,0.0495977,-0.00539481,0.00138952,0.000192735,-0.003215,0.00397382,0.00103162,0.00021409,-0.0053792,0.00263593,-0.00330018,0.00423198,0.000830678,0.0156649,
402.915,2865.23,0,3.02896,6,0.481485,1,-1.98169e-16,-1.79585e-16,-0.00283387,0.00573913,0.0359288,0.00658518,-0.00637587,-0.0117419,-0.00229838,-0.00058629,0.00996423,0.0022904,0.003981,0.0461798,-0.00987087,0.00458153,-0.00198536,0.00613016,-0.012975,-0.00560854,0.00616747,-0.00410664,0.00199538,-0.00332829,-0.0085003,0.00132789,0.0172972,
1717,1551.84,0,2.46453,6,0.481485,1,1.55394e-09,7.3981e-09,0.0108782,0.00113166,0.0362576,-0.00398787,-0.00346605,-0.000502794,0.0159696,-0.00363024,0.00218729,-0.00286321,0.00249915,0.0333935,0.00143771,0.000309307,0.00567598,0.00444945,0.00248856,0.00533887,-0.00584622,0.00208372,-0.00325516,-0.00124482,0.00030656,-0.0110621,0.0344469,
